acresburned,adminunit,archiveyear,county,extinguished,fatalities,latitude,firelocation,longitude,firename,searchdescription,started,structuresdamaged,structuresdestroyed,structuresevacuated,structuresthreatened,timestarted,timeextinguished,dayofweekstartedname,dayofweekstartednum,duration,date_established,population_jul_2019,areasqmi,areakm2,popdensitypersqmi,caucus
15619.0,Angeles National Forest,2017,"Los Angeles, Fresno, Fresno, Shasta, San Bernardino, San Luis Obispo, San Luis Obispo, Napa, Alameda, Glenn, Yolo, Stanislaus, Lake",2018-08-06 10:52:00+00:00,,34.31283,"Kagel Canyon Rd, north of Lake View terrace ",-118.35863,Creek Fire,"The Creek Fire started on December 5, 2017 off Kagel Canyon Road, north of Lake View Terrace in Los Angeles County.",2017-12-05 03:44:00+00:00,26.0,37.0,,,2017-12-05 03:44:00+00:00,2018-08-06 10:52:00+00:00,Tue,2,244.29722222222225,1850,10014009,4060,10515,2466.5046798029557,"Urban, Urban, Urban, Suburban, Urban, Suburban, Suburban, Suburban, Urban, Rural, Suburban, Suburban, Rural"
7194.0,"LA City, Burbank Fire Department",2017,Los Angeles,2018-01-09 12:49:00+00:00,,34.22957,"Lowell Ave and I-210, Verdugo Hills, Los Angeles City",-118.2674,La Tuna Fire ,"The La Tuna Fire started September 1 2017 off  LOWELL AVE and I-210, VERDUGO HILLS, LOS ANGELES CITY (Los Angeles County) and burned 7,194 acres.",2017-09-01 13:26:00+00:00,,,,,2017-09-01 13:26:00+00:00,2018-01-09 12:49:00+00:00,Fri,5,129.97430555555556,1850,10014009,4060,10515,2466.5046798029557,Urban
6049.0,"Unified Command: CAL FIRE, Los Angeles County Fire, Ventura County Fire, Los Angeles County Sheriff's Office, and Ventura County Sheriff's Office",2017,Los Angeles,2018-01-18 09:58:00+00:00,,34.45283,"along Rye Canyon Loop, west Valencia",-118.58188,Rye Fire,"The Rye fire started on December 5, 2017 off Rye Canyon Loop, west of Valencia in Los Angeles County and burned 6,049 acres. It was contained on December 12, 2017.",2017-12-05 11:31:00+00:00,3.0,6.0,,,2017-12-05 11:31:00+00:00,2018-01-18 09:58:00+00:00,Tue,2,43.93541666666667,1850,10014009,4060,10515,2466.5046798029557,Urban
760.0,LA County Fire Department,2017,Los Angeles,2018-01-09 11:08:00+00:00,,34.37443,"Off Hwy 14 & Placerita Canyon Rd, in Santa Clarita",-118.49343,Placerita Fire,"The Placerita Fire started on June 25, 2017 off Hwy 14 & Placerita Canyon Rd, in Santa Clarita (Los Angeles County) and burned 760 acres.",2017-06-25 12:47:00+00:00,,,,,2017-06-25 12:47:00+00:00,2018-01-09 11:08:00+00:00,Sun,0,197.93125,1850,10014009,4060,10515,2466.5046798029557,Urban
422.0,Los Angeles City Fire,2017,Los Angeles,2018-01-23 08:11:00+00:00,,34.09454,N Sepulveda Blvd at I-405,-118.48178,Skirball Fire,"The Skirball Fire started on December 6, 2017 off N Sepulveda Blvd at I-405 and burned 422 acres. It was contained on December 15, 2017. ",2017-12-06 06:31:00+00:00,,,,,2017-12-06 06:31:00+00:00,2018-01-23 08:11:00+00:00,Wed,3,48.06944444444446,1850,10014009,4060,10515,2466.5046798029557,Urban
55.0,Los Angeles County Fire Department,2017,Los Angeles,2018-01-09 11:11:00+00:00,,34.03941,Off Topanga Canyon & Pacific Coast Hwy in Malibu,-118.58624,Topanga Fire,"The Topanga Fire started on June 29, 2017 off Topanga Canyon & Pacific Coast Hwy in Malibu (Los Angeles County) and burned 55 acres.",2017-06-29 15:09:00+00:00,,,,,2017-06-29 15:09:00+00:00,2018-01-09 11:11:00+00:00,Thu,4,193.83472222222224,1850,10014009,4060,10515,2466.5046798029557,Urban
50.0,Angeles National Forest,2017,"Los Angeles, Tehama, San Diego",2018-01-09 13:40:00+00:00,,34.22551,off Mount Wilson Circle near the Mount Wilson Observatory ,-118.05545,Wilson Fire,"The Wilson Fire started October 17, 2017 off Mount Wilson Circle near the Mount Wilson Observatory and burned 50 acres. ",2017-10-17 03:43:00+00:00,,,,,2017-10-17 03:43:00+00:00,2018-01-09 13:40:00+00:00,Tue,2,84.41458333333334,1850,10014009,4060,10515,2466.5046798029557,"Urban, Rural, Urban"
41.0,Los Angeles County Fire Department,2017,Los Angeles,2018-01-09 11:11:00+00:00,,34.10446,Stokes Rd. and Mulholland Dr in Calabasas ,-118.70293999999998,Stokes Fire,"The Stokes Fire started on June 29, 2017 off Stokes Rd. and Mulholland Dr. in Calabasas Los Angeles County and burned 41 acres.
",2017-06-29 15:45:00+00:00,,,,,2017-06-29 15:45:00+00:00,2018-01-09 11:11:00+00:00,Thu,4,193.80972222222226,1850,10014009,4060,10515,2466.5046798029557,Urban
30.0,Los Angeles County Fire,2017,Los Angeles,2018-03-22 16:34:00+00:00,,34.52055,"I-5, north of Hughes Rd., 2 miles north of Lake Hughes",-118.62882,Castaic Fire,"The Castaic fire started on August 31, 2017, on I-5 north, north of Hughes Rd., north of Lake Hughes and burned 30 acres.",2017-08-31 16:32:00+00:00,,,,,2017-08-31 16:32:00+00:00,2018-03-22 16:34:00+00:00,Thu,4,203.0013888888889,1850,10014009,4060,10515,2466.5046798029557,Urban
25.0,Los Angeles County Fire Department,2017,Los Angeles,2018-01-09 10:24:00+00:00,,34.29931,"I-5, North of Lake Hughes Rd, Community of Cataic ",-118.37539,5 Fire,"The 5 Fire started on June 3, 2017 I-5, North of Lake Hughes Rd, Community of Cataic in Los Angeles County and burned 25 acres.",2017-06-03 15:39:00+00:00,,,,,2017-06-03 15:39:00+00:00,2018-01-09 10:24:00+00:00,Sat,6,219.78125,1850,10014009,4060,10515,2466.5046798029557,Urban
10.0,Angeles National Forest,2017,"Los Angeles, Santa Cruz",2018-01-09 12:18:00+00:00,,34.23925,"off Hwy 39 & East Fork Ave, north of Azusa",-117.85182,Rincon Fire,"The Rincon Fire started on August 3, 2017 off Hwy 39 & East Fork Ave, north of Azusa (Los Angeles County) and burned 10 acres.",2017-08-03 16:21:00+00:00,,,,,2017-08-03 16:21:00+00:00,2018-01-09 12:18:00+00:00,Thu,4,158.83124999999995,1850,10014009,4060,10515,2466.5046798029557,"Urban, Suburban"
96949.0,Ventura County Fire Dept. and Los Angeles County Fire Dept.,2018,"Los Angeles, Ventura",2019-01-04 08:42:00+00:00,3.0,34.235,"E Street and Alfa Road Rd, South of Simi Valley",-118.70128,Woolsey Fire,"The Woolsey fire started on November 8, 2018 near E Street and Alfa Road Rd, South of Simi Valley (Ventura County). It burned 96,949 acres, and was contained on November 21, 2018.",2018-11-08 14:24:00+00:00,341.0,1643.0,,,2018-11-08 14:24:00+00:00,2019-01-04 08:42:00+00:00,Thu,4,56.7625,1850,10014009,4060,10515,2466.5046798029557,"Urban, Urban"
3380.0,US Forest Service - Angeles National Forest,2018,Los Angeles,2019-01-04 09:03:00+00:00,,34.48229,"Charlie Canyon Rd  and Tapia Canyon Rd, Castaic",-118.60858,Charlie Fire,"The Charlie Fire started on September 22 2018 near Charlie Canyon Rd and Tapia Canyon Rd, Castaic (Los Angeles County). It was contained on October 1, 2018 and burned 3,380 acres.",2018-09-22 14:30:00+00:00,,,,,2018-09-22 14:30:00+00:00,2019-01-04 09:03:00+00:00,Sat,6,103.77291666666667,1850,10014009,4060,10515,2466.5046798029557,Urban
1352.0,Unified Command: US Forest Service and Los Angeles County FD,2018,"Los Angeles, Modoc, San Luis Obispo",2019-01-04 10:15:00+00:00,,34.5486,"off Anthony Road and Hierba Road, North of Agua Dulce",-118.31138,Stone Fire,"The Stone fire started June 4, 2018 off Anthony Road and Hierba Road, North of Agua Dulce (Los Angeles County) and burned 1,352 acres. It was contained on June 12, 2018.  ",2018-06-04 12:40:00+00:00,,,,,2018-06-04 12:40:00+00:00,2019-01-04 10:15:00+00:00,Mon,1,213.89930555555557,1850,10014009,4060,10515,2466.5046798029557,"Urban, Rural, Suburban"
175.0,Los Angeles County,2018,"Los Angeles, Tehama, Calaveras",2019-01-04 10:08:00+00:00,,37.97638,"I-5 and Calgrove Blvd, Santa Clarita",-122.5275,South Fire,"The South Fire started on June 9, 2018 off I-5 and Calgrove Blvd, Santa Clarita (Los Angeles County) and burned 175 acres. It was contained on June 12, 2018. ",2018-06-09 14:45:00+00:00,,,,,2018-06-09 14:45:00+00:00,2019-01-04 10:08:00+00:00,Sat,6,208.8076388888889,1850,10014009,4060,10515,2466.5046798029557,"Urban, Rural, Rural"
166.0,Angeles National Forest,2018,"Los Angeles, Tehama, Madera",2019-01-04 09:05:00+00:00,,34.2325,"East Fork Rd & San Gabriel Canyon Rd, Azusa",-117.846111,Fork Fire,"The Fork Fire started on September 9, 2018 off East Fork Rd & San Gabriel Canyon Rd, Azusa (Los Angeles County) and burned 166 acres. It was contained on September 11, 2018. ",2018-09-09 12:10:00+00:00,,,,,2018-09-09 12:10:00+00:00,2019-01-04 09:05:00+00:00,Sun,0,116.87152777777777,1850,10014009,4060,10515,2466.5046798029557,"Urban, Rural, Rural"
128.0,Los Angeles County Fire Department ,2018,Los Angeles,2019-01-04 09:37:00+00:00,,34.38039000000001,"off West Pico Canyon Rd and Potrero Canyon Rd, Stevenson Ranch area",-118.60441000000002,Pico Fire,"The Pico Fire started on July 23, 2018 off West Pico Canyon Rd and Potrero Canyon Rd, Stevenson Ranch area (Los Angeles County). This fire was contained on July 23, 2018 and burned 128 acres.",2018-07-23 12:55:00+00:00,,,,,2018-07-23 12:55:00+00:00,2019-01-04 09:37:00+00:00,Mon,1,164.86249999999995,1850,10014009,4060,10515,2466.5046798029557,Urban
62.0,Los Padres National Forest,2018,"Los Angeles, Riverside, Riverside, Riverside, Riverside, Santa Barbara, Napa, Santa Clara, Orange",2019-01-04 10:01:00+00:00,,34.53765,North of Lake Piru,-118.75495,Canyon Fire,"The Canyon Fire started on June 23, 2018 north of Lake Piru (Los Angeles County).",2018-06-23 19:39:00+00:00,,,,,2018-06-23 19:39:00+00:00,2019-01-04 10:01:00+00:00,Sat,6,194.59861111111115,1850,10014009,4060,10515,2466.5046798029557,"Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban"
20.0,Los Angeles City Fire Department,2018,Los Angeles,2019-01-04 10:07:00+00:00,,34.110516,off Westwanda Drive and Benedict Canyon Drive,-118.42788600000002,Portola Fire ,"The Portola Fire started on June 12, 2018 off Westwanda Drive and Benedict Canyon Drive (Los Angeles County) and burned 20 acres. ",2018-06-12 14:56:00+00:00,,,,,2018-06-12 14:56:00+00:00,2019-01-04 10:07:00+00:00,Tue,2,205.79930555555558,1850,10014009,4060,10515,2466.5046798029557,Urban
8799.0,Unified Command: Los Angeles County Fire Department and Los Angeles City Fire Department and Angeles National Forest,2019,Los Angeles,2019-10-31 09:10:00+00:00,1.0,34.32988,"Saddle Ridge Rd, Sylmar",-118.48161,Saddle Ridge Fire,"The Saddle Ridge Fire started October 10, 2019 off Saddle Ridge Rd, Sylmar in Los Angeles County.",2019-10-10 21:02:00+00:00,88.0,19.0,,,2019-10-10 21:02:00+00:00,2019-10-31 09:10:00+00:00,Thu,4,20.50555555555556,1850,10014009,4060,10515,2466.5046798029557,Urban
